Month	avg_cost_coal	avg_cost_ng	avg_cost_pc	avg_cost_pl	revenue_all	revenue_commerical	revenue_ind	revenue_other	revenue_residential	revenue_trans	consumption_coal	consumption_ng	consumption_pc	consumption_pl
2016-06-01	0.0	2.95	0.0	0.0	3609.50806	1616.08158	617.51958	0.0	1368.9113300000001	6.99557	0.0	61451.699	0.0	5.80934
2016-07-01	0.0	3.42	0.0	0.0	4026.2436799999996	1710.75243	667.53857	0.0	1641.7302	6.2224699999999995	0.0	71836.554	0.0	6.84008
2016-08-01	0.0	3.39	0.0	0.0	4610.801289999999	1967.70932	715.55812	0.0	1920.7168100000001	6.8170399999999995	0.0	78969.65400000001	0.0	6.68615
2016-09-01	0.0	3.51	0.0	0.0	4015.09703	1790.5597300000002	675.8188299999999	0.0	1541.95695	6.76151	0.0	64331.206	0.0	10.05627
2016-10-01	0.0	3.33	0.0	0.0	3021.70535	1563.4006	461.21803	0.0	989.4257	7.66103	0.0	63460.575999999994	0.0	6.41908
2016-11-01	0.0	3.22	0.0	0.0	2943.80848	1349.71763	479.49332000000004	0.0	1109.62211	4.97542	0.0	48998.221	0.0	5.34548
2016-12-01	0.0	4.05	0.0	0.0	3071.98463	1324.80899	412.44037000000003	0.0	1327.06052	7.67475	0.0	54108.365	0.0	11.746360000000001
2017-01-01	0.0	4.03	0.0	0.0	3089.37209	1259.71247	373.14213	0.0	1450.92347	5.5940199999999995	0.0	51157.47	0.0	5.62954
2017-02-01	0.0	4.01	0.0	0.0	2791.79369	1199.0371599999999	358.64312	0.0	1229.08538	5.02805	0.0	37508.317	0.0	5.20709
2017-03-01	0.0	3.9899999999999998	0.0	0.0	3069.72321	1369.2356	398.14416	0.0	1296.6760800000002	5.6673800000000005	0.0	31506.404	0.0	5.97466
2017-04-01	0.0	3.9699999999999998	0.0	0.0	2345.2229399999997	1175.15385	367.96322000000004	0.0	796.55983	5.5460400000000005	0.0	27416.917	0.0	6.8643
2017-05-01	0.0	3.9499999999999997	0.0	0.0	3068.67076	1428.51722	470.08767	0.0	1165.10186	4.96401	0.0	35394.17	0.0	6.4324
2017-06-01	0.0	3.9299999999999997	0.0	0.0	3902.37864	1765.26833	660.41091	0.0	1470.2631900000001	6.43621	0.0	49345.90900000001	0.0	6.64876
2017-07-01	0.0	3.91	0.0	0.0	4266.04865	1823.22612	644.18256	0.0	1791.92813	6.71183	0.0	67120.715	0.0	5.9025300000000005
2017-08-01	0.0	3.89	0.0	0.0	4718.18267	2007.90048	707.47812	0.0	1995.69296	7.111110000000001	0.0	78072.015	0.0	6.826010000000001
2017-09-01	0.0	3.87	0.0	0.0	4390.653060000001	1937.38249	646.2515099999999	0.0	1800.7410300000001	6.27804	0.0	62609.117999999995	0.0	7.98488
2017-10-01	0.0	3.85	0.0	0.0	3465.2078	1740.74695	619.99854	0.0	1097.66504	6.79727	0.0	58492.03	0.0	7.11567
2017-11-01	0.0	3.83	0.0	0.0	3091.51045	1406.22406	497.45513	0.0	1181.70953	6.12173	0.0	48013.183	0.0	5.4821800000000005
2017-12-01	0.0	3.81	0.0	0.0	3012.8778899999998	1322.99206	404.85773	0.0	1278.82228	6.20582	0.0	50534.526	0.0	6.3676699999999995
2018-01-01	0.0	3.79	0.0	0.0	3130.4529	1332.6859	409.98309	0.0	1382.3678300000001	5.4160900000000005	0.0	45594.032	0.0	5.55845
