,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x
CAPITAL INTERNATIONAL INVESTORS,,,,,,,,,0.45229745883888867,,0.0,,0.03891809735949545,0.028471245919269444,,0.012484024821295943,,0.016044602217552394,0.08299343230732409,,0.26487975188077717,,0.06732089115960503,0.0034105522775483193,,0.04130218082472666,,0.09552215485313899,,,,,,,,,0.9590308536905345,,0.2818711161765345,,0.17161940433442668,0.12439329236642468,,0.09689847582121203,,0.0934146657741665,0.18926889037265937,,0.573851321939197,,0.135856308941396,0.05367862477063239,,0.1641653563858154,,0.23019928941584053,,,,,,,,,0.5110578150073897,,0.2818711161765345,,0.14819424264436695,0.10516351467163278,,0.0903364935573671,,0.08549619996412532,0.11062727239901701,,0.3126314761162864,,0.0765011648432441,0.05273293286714595,,0.13022982837233638,,0.14039104626161095,,,,,,,5915000.0,,,5465090000.0,,312146000.0,,774439000.0,9395302000.0,,3355464000.0,,5486686000.0,760740798000.0,,23725579000.0,,264809326000.0,449797277000.0,,534704000.0,,80379217000.0
CAPITAL RESEARCH GLOBAL INVESTORS,,,,,,,,0.061615413101791645,0.033134982496404286,,0.01433804455107352,,0.023342652557358925,0.012962592166295181,,0.02374799400032299,,0.022268480603734823,0.029695600355909808,,0.11001876316218015,,0.02774767828170324,0.01710763964065383,,0.14135097449417686,,0.013597827950833391,,,,,,,,0.23955813991598732,0.12104766573300875,,0.10518180472560065,,0.10625469399937094,0.07518199842394323,,0.09655569761951023,,0.0877884609566811,0.08826974864976195,,0.27175228118974654,,0.07392472508547789,0.07816980705968771,,0.32073823884426744,,0.08034347294028658,,,,,,,,0.1995996053885343,0.09695190317830049,,0.09538911329546886,,0.09489595206437104,0.06878390445318279,,0.08317626179259795,,0.06862105209285367,0.06777989224383224,,0.17198897704113833,,0.056515201627469334,0.06765921677569442,,0.19378209745427666,,0.06979989040330088,,,,,,,,,406576000.0,24931306000.0,,8570171000.0,,39743763000.0,240806991000.0,,37235120000.0,,140404550000.0,2145166239000.0,,68806006000.0,,2108159379000.0,936197020000.0,,3682644000.0,,953300244000.0
CAPITAL WORLD INVESTORS,,,,,,0.12740462548005776,,,0.017665891502881132,,0.10712055079774861,,0.03808555075041727,0.13408750857266516,,0.15373451894141957,,0.054258819716151714,0.028119599193760773,,0.4953910922627164,,0.07333748733249786,0.05013745190066286,,0.0660888560763939,,0.03568442889782453,,,,,,0.34962035867984337,,,0.2379004404753768,,0.24334696610718148,,0.13660376900105473,0.294753674044576,,0.33089993561720576,,0.1511265039890093,0.07539459236186341,,1.008046643415863,,0.16056756671949904,0.1146779169547552,,0.18325481154404277,,0.10609272555214007,,,,,,0.25595563133153676,,,0.23516514379755324,,0.14265973759182657,,0.11954480977081655,0.1677056894851566,,0.18034291010412667,,0.10519980072797412,0.057241127741260625,,0.5161155281143222,,0.09330696832980397,0.07112343116329098,,0.13964289688703707,,0.07655421793279238,,,,,,,101150000.0,,,35862889000.0,,22228488000.0,,28996458000.0,180565056000.0,,140464485000.0,,37400815000.0,3638546569000.0,,216555457000.0,,1475783202000.0,1892626614000.0,,26023122000.0,,1025656185000.0
CAPSTONE ASSET MANAGEMENT CO,,,,,,0.02675260992085522,,0.009657216585381913,0.344516094843501,,0.010576648642890235,,0.1278849692071639,0.04180844845536755,,0.013563222673984575,,0.05197531290285967,0.03075721025903513,,0.005695024078431085,,0.014493574494799428,0.023248531691486732,,0.002953449056590763,,0.01864373728208322,,,,,,0.17225394889993914,,0.08670789950454465,0.7356567625270057,,0.12963135496243433,,0.2969578610433319,0.10557597051083069,,0.09077797411873327,,0.12291186140677537,0.07896111472499193,,0.0560458792658224,,0.0478764071120663,0.06871813684311898,,0.0892429459960176,,0.060780657369438766,,,,,,0.15431357557277384,,0.08642376827715242,0.39432094351442626,,0.12596323664591436,,0.17245292526678396,0.06783173448336727,,0.08369826745607371,,0.07686155487501127,0.055078412992634884,,0.05478590298426031,,0.03834448984039599,0.04844884813115478,,0.08941235611881336,,0.05355839959689336,,,,,,,10228000.0,,19614000.0,343179000.0,,44152000.0,,1100438000.0,2675931000.0,,82793000.0,,2669616000.0,10122173000.0,,61057000.0,,24980845000.0,1757440000.0,,265684000.0,,11805693000.0
CAPSTONE INVESTMENT ADVISORS LLC,,,,,,,,,3.5183634407293836,,0.014534867827968073,,0.7643332588457975,6.267817423042588,,20.277330006620396,,6.727852453549695,6.635247057610123,,21.488613866550665,,11.1342857811327,6.366508459305566,,,,9.723282450797745,,,,,,,,,7.07409211432396,,0.046467961117200335,,1.4857270930010247,12.54381552266679,,40.620220591748556,,13.487315741154903,13.273106844321353,,42.9926297526687,,22.28574639921341,12.72104022642583,,,,19.44964558972491,,,,,,,,,3.559526355470211,,0.03193309328923227,,0.7235683985317823,6.276397150093524,,20.343885329577475,,6.761879568597888,6.6379360446143725,,21.504150825784656,,11.151491240769422,6.354800848778109,,,,9.726476972304331,,,,,,,,,51000.0,168645000.0,,10247000.0,,46825000.0,5321126000.0,,722721000.0,,2625586000.0,26346105000.0,,1411093000.0,,15325826000.0,134242887000.0,,,,71753275000.0
CARDINAL CAPITAL MANAGEMENT LLC,,,,0.024793141521801173,,0.027221402374658386,,0.0452499642854189,0.010456408049723812,,0.03320823038061248,,0.015719021112208704,0.03162501604537421,,0.0008588681690424185,,0.01346689648918652,0.014581816288702497,,,,0.028147609486432534,,,,,,,,,0.1419571622171949,,0.14752989877542674,,0.12153985112032008,0.0856861563655714,,0.12914092949926473,,0.09135571606318704,0.10555682578996088,,0.20050393822920984,,0.08798093731786168,0.11003029668892524,,,,0.19925068783734992,,,,,,,,,0.12303940251680281,,0.134920218901112,,0.0906337135564444,0.07819241832826226,,0.1101409533031534,,0.07731940182407399,0.08484510078376277,,0.19978160816614934,,0.0788670118821842,0.10237707199254222,,,,0.18059039388365883,,,,,,,,,,79059000.0,,38642000.0,,79186000.0,5022239000.0,,283344000.0,,4472901000.0,23670418000.0,,3350000.0,,9144206000.0,2656967000.0,,,,305842000.0,,,,,
CARLSON CAPITAL L P,,,,,,,,0.019579888975089582,12.953551187159032,,17.5718026416384,,0.20745269351841236,10.204835094191836,,32.49812061920195,,6.64583945229502,0.5686849591860687,,0.062353754329713254,,3.5328608329995412,1.2751009728722844,,,,0.09423650768239458,,,,,,,,0.08550698371102754,25.927439350283134,,35.15043232335283,,0.4197044890586467,20.432273164950697,,65.00154300260174,,13.283106551923954,1.1400287204937478,,0.17250432103022595,,7.0573938573843815,2.5842106324342806,,,,0.20464526440328848,,,,,,,,0.07433045618252443,12.973997047179106,,17.578721105239406,,0.2226986238404048,10.227630356460715,,32.50348123348532,,6.637356401610918,0.5725666687536342,,0.12356593569763642,,3.524786935629328,1.3129783210060888,,,,0.12030752699113006,,,,,,,,,487196000.0,6174356000.0,,699015000.0,,2872560000.0,25999788000.0,,487213000.0,,15585982000.0,57317619000.0,,488097000.0,,23574027000.0,5829703000.0,,,,3250868000.0
CARMIGNAC GESTION,,,,,,,,0.01535494505719233,0.005278669775216645,,,,0.02368675906060272,0.060456413693133225,,0.024453117267367378,,0.06094460690486997,0.01685425722724116,,0.071603328502168,,0.02823587419272237,0.0099521746748155,,,,0.016473782919092683,,,,,,,,0.19402954141391796,0.19589520400111243,,,,0.13725275983382065,0.23327014894826828,,0.17108238360604056,,0.15138139397857228,0.0767628529723478,,0.2094493518051215,,0.10686488206296567,0.10589243369633246,,,,0.10685047411976757,,,,,,,,0.18024828324287165,0.19569461255030335,,,,0.11886075693437888,0.1986653498976524,,0.15530875378877523,,0.111302664279853,0.07177937800362846,,0.1619486814003752,,0.08577933330649322,0.10092112634429559,,,,0.09465582712444147,,,,,,,,,102776000.0,113995000.0,,,,962705000.0,1797731000.0,,166226000.0,,5368599000.0,44253609000.0,,315453000.0,,144929627000.0,41862522000.0,,,,9075263000.0
CASTLEARK MANAGEMENT LLC,,,,,,,,,0.022290921971399088,,0.048127246826088155,,0.04173674620293336,0.12779715064595185,,0.07228403353615652,,0.019813681009308724,0.02120985708383969,,0.03434379130821566,,0.19679210154874743,0.022154930952591547,,0.037810300141718156,,0.024578257617913126,,,,,,,,,0.11472759599441695,,0.15665029300358616,,0.13064305340803595,0.3560564213526283,,0.15923070321377808,,0.08152411013864874,0.1058026558947145,,0.1003592212466329,,0.4412536797859613,0.17309023047677394,,0.14804632108783958,,0.14731999531974335,,,,,,,,,0.09957634483125773,,0.12184530161884466,,0.09462606280807856,0.23891674698531495,,0.09434173312270488,,0.06591623662943402,0.08877331745249273,,0.07625858319268022,,0.24775661445433977,0.16301852431536534,,0.11632535295104106,,0.13214566457666335,,,,,,,,,,1843882000.0,,110792000.0,,3243043000.0,2521811000.0,,660696000.0,,11924378000.0,9719080000.0,,2239029000.0,,16041661000.0,6268629000.0,,443727000.0,,4574251000.0
CAUSEWAY CAPITAL MANAGEMENT LLC,,,,,,,,,0.9704218830666654,,0.05314711655376337,,,0.0074105876787274785,,0.060274341784477214,,0.008212447143617099,0.01605368588060447,,2.8272927507043426,,0.1989709756742254,0.006685422244339286,,13.567254430445216,,0.020037842413900095,,,,,,,,,1.9640592700745463,,,,,0.08586549323807842,,0.1816929023296647,,0.1849777140225095,0.0886127376137528,,5.660559331247201,,0.4904814751022121,0.09603667662391163,,27.344584780732088,,0.10609740352703834,,,,,,,,,1.0012022461837908,,,,,0.08350602753780247,,0.14265185156205498,,0.1825611540256842,0.08157971456542097,,2.83372100614982,,0.2970772191649876,0.09269073367133782,,13.777521722781454,,0.09336503927278457,,,,,,,,,,13968000.0,,1285000.0,,,6165816000.0,,55813000.0,,6618135000.0,51039650000.0,,351047000.0,,20018055000.0,22275715000.0,,1959000.0,,9723801000.0
CAXTON ASSOCIATES LP,,,,,,,,,0.020163298520385065,,0.05203966821467578,,0.08153868187153583,0.04465720427235001,,0.09476197182922415,,0.048844194344696605,0.045416990159465015,,0.11407120792973507,,0.06287570544257613,0.031382353554769996,,0.19378968791010898,,0.05824689502115348,,,,,,,,,0.09401356716932474,,0.15840232833130352,,0.27484294400604137,0.12959685073275248,,0.22326368799273835,,0.11635933866747793,0.11004700342139329,,0.2654116723249725,,0.1496151798921966,0.15946427603463942,,0.4351730596461146,,0.15122617988750242,,,,,,,,,0.08257479112586198,,0.10977765445760398,,0.20769454331772894,0.09628349178379451,,0.14986360094697235,,0.07076444090789759,0.07087867688669178,,0.16520090795706063,,0.0913063394316749,0.13430260465653465,,0.25168714397155534,,0.10104927856935955,,,,,,,,,,23356000.0,,24926000.0,,586435000.0,1195909000.0,,979685000.0,,671249000.0,23722383000.0,,482418000.0,,16724915000.0,47038022000.0,,1497636000.0,,1844593000.0
CBRE CLARION SECURITIES LLC,,,,,,,,,0.17096143934914276,,,,0.02905158722587869,0.013634296147661366,,0.04894097081892842,,0.023280691682223645,0.025307007876460827,,0.0,,0.030122281422776523,,,,,,,,,,,,,,0.36944740249118335,,,,0.132198298965754,0.07445642974796772,,0.14404754729659255,,0.08526889743267087,0.08619181963197756,,0.013092224945223446,,0.10880480358939626,,,,,,,,,,,,,,0.2115121022815609,,,,0.119280432241766,0.06482564583405069,,0.10452338321479913,,0.06909046028124485,0.06795770328983013,,0.013092224945223446,,0.0820564381371416,,,,,,,,,,,,,,,2207510000.0,,336000.0,,95128000.0,48699751000.0,,15824000.0,,44280116000.0,37883102000.0,,2471000.0,,104620311000.0,,,,,
CEDAR ROCK CAPITAL LTD,,,,,,,,,,,,,,,,,,,0.011930769129944773,,0.005103552197275297,,0.00257002729948803,,,,,0.0027843024311992614,,,,,,,,,,,,,,,,,,,0.19710712880613757,,0.07726922556858801,,0.05866792555156214,,,,,0.08684088579471473,,,,,,,,,,,,,,,,,,,0.19316431570837603,,0.07472794674884008,,0.05732394508089418,,,,,0.08486842202864939,,,,,,,,,,,,,,,,,,,,6538165000.0,,8664350000.0,,41402375000.0,,,,,22375140000.0
CENTER COAST CAPITAL ADVISORS LP,,,,,,,,,0.03727517870714921,,,,0.027938232893525577,0.03688238414935168,,0.03528655075923498,,0.0337699142592047,0.011630041553433728,,,,0.016569338336527045,,,,,,,,,,,,,,0.17712794253883213,,,,0.2022993246695022,0.11336168170632092,,0.13601608077468927,,0.1325869878221749,0.12312378882251418,,,,0.10975520043370185,,,,,,,,,,,,,,0.14659039823113712,,,,0.1826541320120282,0.09864727810837907,,0.1160494874902378,,0.11025116635449594,0.11677790997257528,,,,0.09983186153543255,,,,,,,,,,,,,,,1818160000.0,,,,556712000.0,8533337000.0,,624355000.0,,11482512000.0,7212426000.0,,,,36737896000.0,,,,,
CENTERBRIDGE PARTNERS LP,,,,,,,,,,,0.07934440384895851,,0.5063979564228347,0.003044289013138093,,0.04554459935790732,,7.060723151446423,0.46593274862920053,,1.9120373508628423,,0.4289148297409554,,,,,,,,,,,,,,,,0.113756100326464,,1.0636670268670554,0.24974981360936888,,0.25691683887389,,14.225539816248887,1.0322385170526265,,3.878347542814552,,1.3503278823240588,,,,,,,,,,,,,,,,0.09452804396165614,,0.5651237941617087,0.24961547063421163,,0.24135021418085753,,7.165661012533951,0.5906110610148084,,1.9744061699410602,,1.1612267957297886,,,,,,,,,,,,,,,3154000.0,,18373476000.0,,1407740000.0,643258000.0,,1017940000.0,,1704107000.0,601704000.0,,210613000.0,,5938111000.0,,,,,
CETERA ADVISOR NETWORKS LLC,,0.008320514551966184,0.0,0.005546728510559414,,0.027233670175755436,,0.004516622987400561,0.01639870570979994,,0.030944010405337764,,0.01716902878850702,0.8148474602184512,,0.004146867750576573,,0.023483848890338013,0.07458774398109091,,0.00955571316631687,,0.1469605911362636,0.016742887343532364,,0.0027453423798703804,,0.01700214533252085,,0.09498276551725567,0.22097556833690482,0.062160895225800525,,0.10084831008924627,,0.06058709040310037,0.0685844620781247,,0.12317452705030849,,0.08046791553069699,1.6491116999726196,,0.049147494142572086,,0.08446484486611844,0.15839099734936662,,0.06837431451366537,,0.30171693101523417,0.06537857834495168,,0.07292558192191861,,0.05930738089807557,,0.09019918706257914,0.22097556833690482,0.0588594604068688,,0.08032635917223092,,0.05864296954677954,0.0563214456602342,,0.09725343090802296,,0.06605226347442376,0.8347817545178382,,0.0463436966028989,,0.06365051027795768,0.08856789359443983,,0.0617842140361869,,0.1571598159533258,0.0552751996057131,,0.07125980551950242,,0.04957218419471536,,7614000.0,,404000.0,73172000.0,,37382000.0,,43839000.0,202888000.0,,107214000.0,,155044000.0,391009000.0,,127600000.0,,513166000.0,6743328000.0,,80758000.0,,6442055000.0,10950687000.0,,1034710000.0,,12653899000.0
CHAMPLAIN INVESTMENT PARTNERS LLC,,,,,,,,,0.01461806042253631,,,,0.01307418193129376,0.004774517463388672,,0.0,,0.005644151100256963,0.003250799771230248,,0.0735184261209982,,0.005734477889205593,0.07177902025364111,,0.06301551335309355,,0.027712812921102038,,,,,,,,,0.11865007781054902,,,,0.08346192000138802,0.07687164059473416,,0.19910369574639183,,0.07788332273706686,0.057246417217045605,,0.2405896454904953,,0.07950751629339738,0.24221248398907505,,0.22281922269539114,,0.08906209827235168,,,,,,,,,0.10806075456917,,,,0.07743111457514372,0.07479061304621779,,0.19910369574639183,,0.07350927965490825,0.05567626876621899,,0.17954426817533642,,0.07573948429652948,0.19545628300081766,,0.17047512266088027,,0.07408311924050913,,,,,,,,,,6950889000.0,,,,5749916000.0,45123274000.0,,941000.0,,34751399000.0,43308378000.0,,269100000.0,,17030712000.0,284548000.0,,90718000.0,,557000.0
CHANNING CAPITAL MANAGEMENT LLC,,,,,,,,,0.014571146330249852,,0.023847128632137695,,0.009199519612333966,0.00627811076924764,,0.028137858682373607,,0.013090947960476844,0.0068187955931437805,,0.032183703461663854,,0.013579304721368705,0.02350156785283564,,,,0.018114187642680045,,,,,,,,,0.15080929248307076,,0.1423814709218053,,0.12064019906037303,0.07724657077138511,,0.10678484507230693,,0.0906688576568622,0.09330700824985311,,0.09020236532651882,,0.0574053041101622,0.11076208755084517,,,,0.09406261928739618,,,,,,,,,0.1449999823793995,,0.12692226426306408,,0.1143410870442169,0.07498887764750847,,0.08924143057817649,,0.08067568024519778,0.08941516863236997,,0.06871528342585297,,0.051347425044663574,0.0969317667383987,,,,0.08247859606792345,,,,,,,,,,639012000.0,,44337000.0,,2768004000.0,7378020000.0,,150885000.0,,26968653000.0,3554033000.0,,407472000.0,,4084045000.0,906942000.0,,2647000.0,,852853000.0
CHARLES SCHWAB INVESTMENT ADVISORY INC,,,,,,,,,,,,,,0.001346069066830619,,,,,0.005122472398416132,,,,0.006530594810331453,0.010378436328840808,,,,0.008729881273799141,,,,,,,,,,,,,,0.07949322214343137,,,,,0.04746341329912821,,,,0.050884392049791186,0.04266150789208591,,,,0.0528439669100427,,,,,,,,,,,,,,0.08083929121026198,,,,,0.0453445809560808,,,,0.04848363614950286,0.03664617257153392,,,,0.047541151941141696,,,,,,,,,,,,,,,865125000.0,,,,,16173386000.0,,,,7738293000.0,25187310000.0,,,,7400804000.0
CHARTWELL INVESTMENT PARTNERS LLC,,,,,,,,,0.02579597091890125,,0.08159677331590516,,0.03486596834881775,0.011760721815028704,,0.016022569685088396,,0.016130068529103658,0.015048825809151987,,0.06505985494219944,,0.5186510597507057,0.006694911018084371,,,,0.061608400075050966,,,,,,,,,0.13574949485029839,,0.25494778050647676,,0.1125840209589835,0.07250775788840673,,0.11627072049246555,,0.07732594184540344,0.07781858280642176,,0.18060255747654447,,1.0607107051629294,0.07051532809128454,,,,0.1536765887337859,,,,,,,,,0.12182783115101341,,0.19898202839971083,,0.08397644346606249,0.06564590500897748,,0.10442203736588945,,0.06539975177483605,0.06544094272176008,,0.12389881930502253,,0.5448352338730791,0.06669569317149249,,,,0.09932923584209609,,,,,,,,,,2407318000.0,,12715000.0,,4311510000.0,8908903000.0,,1641426000.0,,18874717000.0,12116621000.0,,784972000.0,,5042533000.0,9238382000.0,,,,2630364000.0
CHEVY CHASE TRUST HOLDINGS INC,,,,0.001608313689285187,,0.001938939758941009,,,0.034723966600199635,,0.179921040009188,,0.02057966997725068,0.0032960388448066234,,0.027250200949124486,,0.005540052901091819,0.0014394168867745186,,0.12095985409281783,,0.006357043053234737,1.000922952160404,,24.89898813886165,,1.5715939670169965,,,,0.09332779584621602,,0.10794967464392044,,,0.11235341918549509,,0.3975294446716302,,0.11176649340302997,0.0707582199367069,,0.11543438201742065,,0.08434068794144702,0.05093151749859195,,0.2657928882561479,,0.055936705697786915,2.0180920538797746,,49.78241010970272,,3.148209603611256,,,,0.0927826839279483,,0.10754251230175399,,,0.09385776785594252,,0.21997747965383743,,0.10216783003255243,0.06849849944725672,,0.09832302660000984,,0.08114219885508502,0.050734230436627656,,0.15008007231199333,,0.05329145519435795,1.0182084450630589,,24.88346961712766,,1.5769595945458355,,,,,233990000.0,,3735000.0,,,473280000.0,,122816000.0,,755293000.0,2200491000.0,,978425000.0,,3307493000.0,91902841000.0,,141138000.0,,142467933000.0,80786016000.0,,3099992000.0,,75858271000.0
