,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x
GLOBAL THEMATIC PARTNERS LLC,,,,,,,,,0.028729771246738103,,0.0369321865317246,,0.1281908843024361,0.03645204028119822,,0.07151885466659422,,0.02158553915101155,0.019184211742877533,,0.14014835134978798,,0.012556999953435625,,,,,0.06269584385025848,,,,,,,,,0.140383909289594,,0.20751769237916368,,0.31270267786776423,0.1696632071213877,,0.2965210312597671,,0.1043730887501079,0.12282517649797434,,0.32798487214076344,,0.07242342190136127,,,,,0.1773824408836569,,,,,,,,,0.11654624580707604,,0.18965997056048364,,0.19239485804492443,0.14044287183711243,,0.2504293985358456,,0.08556288095243167,0.10934973699610931,,0.20411210288689155,,0.06251359782542353,,,,,0.12702692791406203,,,,,,,,,,2053662000.0,,223533000.0,,231999000.0,2328771000.0,,240131000.0,,10915731000.0,13503392000.0,,752490000.0,,60742308000.0,,,,,1954987000.0
GLOBAL X MANAGEMENT CO LLC,,,,0.01298937117995644,,,,0.038124696384908986,0.11936649557544396,,0.0,,0.01400943720331652,0.06488989330019129,,0.06587529875828502,,0.01682155110548299,0.14978773669493223,,,,0.1266401621188173,0.02231361521704788,,,,0.9703960467968921,,,,0.13806326489933146,,,,0.18972419916867417,0.24737051094500254,,0.008575402826742741,,0.09073595502937233,0.15777729989254166,,0.2022463781937295,,0.06861616853203589,0.3267583322574682,,,,0.2680120009062215,0.1000104809480014,,,,2.005255298649228,,,,0.13050737976598528,,,,0.1670783694243458,0.1329017418549239,,0.008575402826742741,,0.08102374508687674,0.09984440152143999,,0.14218335903975177,,0.05696774881904156,0.18081829507182118,,,,0.14898945228236554,0.08218585696225714,,,,1.0376052141820953,,,,,11872000.0,,,,150392000.0,4301825000.0,,75000.0,,2240547000.0,9432150000.0,,1056000.0,,5040747000.0,11512102000.0,,,,11915596000.0,1665608000.0,,,,190015000.0
GMT CAPITAL CORP,,,,,,0.053070356607548545,,,0.02219551533146548,,0.025217323750139416,,0.018471291878446604,0.01947596736768846,,0.050014874888932255,,0.019592090241992946,0.00780921447157856,,0.06763858125428863,,0.015801488121561624,0.008440167761554703,,,,0.024967886613875282,,,,,,0.38744740196315236,,,0.11471918172127274,,0.17746114015839287,,0.09197794057227172,0.10945030368557045,,0.15756611168694737,,0.1112778356100235,0.09218293567825722,,0.20697241080207604,,0.09019172997640863,0.1692947505235638,,,,0.17106594044561346,,,,,,0.3654141389952461,,,0.09654854619967497,,0.16363381540811137,,0.0761304769331057,0.09790579216844349,,0.1147957740605568,,0.09567408724710576,0.08730614018087879,,0.15473457253981784,,0.07717955501959287,0.164650903728368,,,,0.15500659812264858,,1000.0,,,,,208589000.0,,39000.0,1786682000.0,,804095000.0,,4829945000.0,11369834000.0,,962328000.0,,15118866000.0,19110312000.0,,897721000.0,,29980327000.0,5203392000.0,,,,1678780000.0
GOFEN GLOSSBERG LLC,,,,,,0.013923569954080015,,,0.015973937822644235,,0.01842909933772669,,,0.103382362339903,,0.2956990407107627,,0.021696316185484746,0.014880874125889895,,0.01851807756608706,,0.0029411862461736007,0.0007800926706366369,,0.010496031709882924,,0.001008723360930748,,,,,,0.133672810967182,,,0.16275171878661207,,0.09061116996250793,,,0.3705090951603692,,0.6221346382372692,,0.08037790689866181,0.06289495281737727,,0.06655044493603356,,0.042836362120243915,0.05738595570150032,,0.11291719829151392,,0.05250178963990858,,,,,,0.13121154738870638,,,0.15746953526178456,,0.08038891443939351,,,0.270453962480413,,0.33076558624870767,,0.06493685045410373,0.052966014818647725,,0.054876290368941164,,0.04145897204469896,0.05687791251869647,,0.10776682985578251,,0.05165242902948863,,,,,,,19776000.0,,,4906000.0,,38438000.0,,,17490000.0,,380222000.0,,591160000.0,8184310000.0,,1299604000.0,,21384626000.0,5652066000.0,,12336000.0,,15551457000.0
GOLDMAN SACHS GROUP INC,1.0989441347045972,0.595219516266863,1.0926298238244148,0.301241388849044,,0.17003525488726223,,1.7235849147742943,0.9193305797353387,,0.2843484494424711,,0.694874298394033,0.07666427114821744,,0.25044437927739277,,0.11837355547767991,0.20390027811971012,,0.4046667391527153,,0.21645111720882368,0.43441710647984455,,0.08627365917085641,,0.3436810476837849,2.188367115121978,1.1137705158529898,2.179642765089403,0.67040414394913,,0.3716888758229886,,3.784700333960751,1.8461417079458111,,0.591867268814545,,1.390713005938892,0.18173696244481943,,0.5144498484075292,,0.2564765097542421,0.4224463818741213,,0.82377260456811,,0.44228594764900686,0.8770121009501527,,0.212001911820944,,0.6885772568058894,1.093311364473664,0.5252194639740843,1.0912107132546138,0.38187616897484966,,0.22642673602284882,,2.061586958725567,0.9275919626950831,,0.31049884067376404,,0.6963320478252888,0.10825093599869494,,0.2662663293501305,,0.1395614313472469,0.21988256233943632,,0.42011648238729904,,0.22653126738420593,0.44387526140808586,,0.14225381316885682,,0.3462630258996542,680865000.0,439640000.0,,760873000.0,17396909000.0,,1829020000.0,,20671996000.0,344182738000.0,,14754945000.0,,341467906000.0,871918856000.0,,51951256000.0,,793575249000.0,5203949500000.0,,284530469000.0,,4254494117000.0,3306726086000.0,,10554097000.0,,2420414348000.0
GOOD HARBOR FINANCIAL LLC,,,,,,,,,0.043324555491931996,,,,,,,0.04158949208218238,,0.2206866202724594,0.008793292658211145,,0.02981074644003066,,6.846031825638896,,,,,,,,,,,,,,0.1319106140727331,,,,,,,0.08771283834203664,,0.45295722797079857,0.05567816212589113,,0.11055560176499968,,13.703226126656753,,,,,,,,,,,,,,0.10391270951219297,,,,,,,0.04815088862682702,,0.23857825614908862,0.0545872077735456,,0.08966043116497652,,6.857358746867323,,,,,,,,,,,,,,,1092636000.0,,,,,,,21686000.0,,10390752000.0,177552000.0,,32814000.0,,412427000.0,,,,,
GOTHAM ASSET MANAGEMENT LLC,0.07593380156244552,,,,,,,,0.03819243687624631,,,,0.05021009551224253,0.02134684398219474,,0.04415175991850838,,0.04504051080409656,0.012060478713112834,,0.06621191624200432,,0.03491385462496404,0.009126044285066175,,,,0.014978642933169261,0.2365173462082131,,,,,,,,0.11427812100626922,,,,0.12698089644640762,0.09396504614956659,,0.2305354683616559,,0.12816353017571308,0.07442548892015878,,0.1799000870059144,,0.10239115604712241,0.06646738517537028,,,,0.0775147494007831,0.18498517991906183,,,,,,,,0.08231016347747802,,,,0.07903733759801924,0.07697102241304221,,0.2001142555256053,,0.08360456001872059,0.06586573949118461,,0.11934619078881904,,0.07118019177130916,0.06115343535758543,,,,0.06596954894721226,45088000.0,,,,,,,,,2841701000.0,,,,1373944000.0,19009563000.0,,7106000.0,,10797502000.0,61929701000.0,,18401000.0,,38707889000.0,12153539000.0,,,,12014040000.0
GRAHAM CAPITAL MANAGEMENT LP,,,,,,,,,0.009761009434074807,,8.500465551366748,,58.282551049902,0.39687106829130897,,24.05476394823974,,6.140114732439127,44.89824438945869,,54.811567561622674,,5.971509001800118,11.026662600705267,,,,5.246479830598908,,,,,,,,,0.46001979585368524,,17.115749705344943,,116.61108047647255,0.780890469882258,,48.120597468635474,,12.300781159556553,89.78815444596789,,109.74509797666099,,12.016849904802125,22.06716606339058,,,,10.555460427099613,,,,,,,,,0.4563583389291647,,8.616360318527775,,58.32879929818538,0.3912888933035701,,24.06614060896019,,6.160893049413251,44.890154936569374,,54.93400557275458,,6.045786303101212,11.041029195721363,,,,5.31917905006166,,,,,,,,,,13283000.0,,3515857000.0,,2599799000.0,21060130000.0,,5880729000.0,,1636598000.0,8399159000.0,,3982484000.0,,8166579000.0,4083418000.0,,,,195315000.0
GRANAHAN INVESTMENT MANAGEMENT INC,,,,0.02232791643752586,,,,0.02417575050882651,0.01131408294113077,,0.030305811732673178,,0.0253484071080808,0.02661275674682447,,0.07255018261709392,,0.020616376804313136,0.04711003828782107,,0.03875684749022907,,0.05435914221914291,,,,,,,,,0.09616552254134896,,,,0.12952281812274175,0.11119240608863629,,0.18336061351373747,,0.11783437182530374,0.11481084996918063,,0.19301963064497843,,0.10677936327704167,0.15384247355430458,,0.18416876448900946,,0.1517669149004447,,,,,,,,,0.08025286429131387,,,,0.11462336412823508,0.105851142470429,,0.16411270922897125,,0.09977122080284255,0.09822478301518346,,0.1302558305225427,,0.09085017975374077,0.13048297303519268,,0.16591329694604287,,0.10654392820792134,,,,,,,,,,943861000.0,,,,1339696000.0,8530323000.0,,415540000.0,,13523082000.0,13865403000.0,,1146819000.0,,12122929000.0,1776711000.0,,183811000.0,,450182000.0,,,,,
GRANTHAM MAYO VAN OTTERLOO CO LLC,,,0.07327401568721839,0.0,,,,,0.04555470181694214,,0.06334000117827554,,0.023571541557760593,0.019882341051723113,,0.02993361769133603,,0.03397450519633156,0.009445161783472104,,0.04918792163526403,,0.01718083080195576,0.006155108530180927,,0.04642664089768642,,0.009570368568531242,,,0.24266383364561872,0.09421033461916575,,,,,0.11612870321563039,,0.14813038498450953,,0.066799823500854,0.07938668540833617,,0.09652672266559373,,0.08486960703018342,0.058077688815840536,,0.18022581306558114,,0.07455626243249312,0.07138904637784817,,0.21265401810736387,,0.062221927852412165,,,0.19723202130687195,0.09421033461916575,,,,,0.0792750316309418,,0.09056041923289257,,0.05230854147782682,0.06418435308969474,,0.07710321591345344,,0.05654986121113261,0.052758577636006956,,0.13549932375934093,,0.059197457657798255,0.06771517879879334,,0.18002979182890913,,0.055574212198042976,,,,11599000.0,630000.0,,,,,1919566000.0,,349217000.0,,2102281000.0,17281189000.0,,4286711000.0,,14391774000.0,187582878000.0,,2307952000.0,,101660947000.0,108069636000.0,,123850000.0,,121140822000.0
GREAT LAKES ADVISORS LLC,,,,,,,,,0.016768309316748907,,,,0.024385855629209353,0.007402755934933066,,0.053882369682478636,,0.059419760539273815,0.005042514431657936,,0.06467969785577213,,0.01029327102845488,0.008447489671338628,,,,0.008033209486827824,,,,,,,,,0.07685657402781686,,,,0.11272264132534447,0.05718202165417303,,0.14416281265318706,,0.14426962783456088,0.07138149137913226,,0.19668828997728013,,0.06918947790993242,0.09370626989785343,,,,0.057703987079743974,,,,,,,,,0.06737006528251091,,,,0.0952227144575577,0.05284482946856924,,0.09836140000522582,,0.09054640805237599,0.06862779104819043,,0.15904352189721532,,0.06018317466025214,0.08754960441587778,,,,0.0522280968038448,,,,,,,,,,1345364000.0,,,,592147000.0,9179747000.0,,17421000.0,,3231841000.0,19780697000.0,,61484000.0,,20379827000.0,12330614000.0,,,,7318894000.0
GREAT WEST LIFE ASSURANCE CO,0.007068310824935584,,0.0002459501847605383,0.011464174606364825,,0.008642795901089956,,0.33592223179498365,0.02973546089341983,,0.0897980881639898,,0.029915729055893257,0.009669656018177653,,0.04360545358259356,,0.008900821198028774,0.0028130711067028266,,0.07308633459012631,,0.004358153191837229,0.0020324355086420573,,0.00373138108758869,,0.002767878634131679,0.17844944304754154,,0.25098799641603664,0.11166968950127723,,0.3560399888799408,,0.6946597346795171,0.09358226148204662,,0.19811477421895923,,0.10624307034503244,0.0671455168493619,,0.1311428431985259,,0.07067908424750248,0.061653531394949765,,0.19111733188649158,,0.05683757123244438,0.07037196364625264,,0.28586314038361477,,0.057746638418269984,0.17707544466313851,,0.25096272261146585,0.10522988408548851,,0.35511228488443874,,0.3650066823359217,0.07504699167289003,,0.1180970223664634,,0.0833108715641801,0.0632323096970665,,0.10218687730095469,,0.06370593386248138,0.06005897995149591,,0.12849956402211649,,0.05319590638877536,0.06989450555806925,,0.2856937689703974,,0.055295564378074556,3453000.0,,,723000.0,394861000.0,,893000.0,,383000.0,5008681000.0,,733851000.0,,2391183000.0,39825438000.0,,651770000.0,,15741786000.0,286978317000.0,,406247000.0,,199007669000.0,45097770000.0,,1449000.0,,132242710000.0
GREEN VALLEY INVESTORS LLC,,,,,,,,,,,,,,0.00603549807930192,,,,0.007688637420093279,0.0046810241605855065,,,,0.00478577153203471,0.00864246084299623,,,,0.00799398769775908,,,,,,,,,,,,,,0.19619024105461774,,,,0.10330771874827677,0.09808956832287316,,,,0.07230640672874143,0.1172455780851111,,,,0.05853063785942551,,,,,,,,,,,,,,0.19316772904132795,,,,0.10048552555085224,0.09628400962532667,,,,0.06981374437159485,0.11156398973813765,,,,0.05429846850325521,,,,,,,,,,,,,,,110714000.0,,,,3132040000.0,5357441000.0,,,,35014785000.0,13053873000.0,,,,15449364000.0
GREENHAVEN ASSOCIATES INC,,,,,,,,,,,,,,0.018282593786488884,,,,0.06982825549492622,0.0018875633295116117,,0.02086399523547565,,0.009971498906334284,,,,,0.003188048573861456,,,,,,,,,,,,,,0.10827255129906738,,,,0.17363334180618104,0.08863798356266385,,0.09619209025623975,,0.0925938109993354,,,,,0.11123294814858296,,,,,,,,,,,,,,0.10157060445144867,,,,0.12217694311015252,0.08766891233403457,,0.08379287569884576,,0.08817683455277818,,,,,0.10982313416430947,,,,,,,,,,,,,,,5972856000.0,,,,3769500000.0,38647737000.0,,491832000.0,,44449732000.0,,,,,26972878000.0
GREENLEAF TRUST,,,,,,,,,,,0.007374869363936437,,,0.01433817410328922,,0.012356565489070428,,0.026533525818012955,0.00599406112506439,,0.0021270872416686783,,0.0013321760776456573,0.003735353637393659,,,,0.006911863424659279,,,,,,,,,,,0.09454912851506948,,,0.09276702134372133,,0.18552341936547428,,0.10358119748338704,0.057216760896177735,,0.05918493360963383,,0.06493460255009073,0.061696967084235055,,,,0.06976023847668411,,,,,,,,,,,0.08994802492644581,,,0.08877782565082144,,0.1778438460094776,,0.0859161890116989,0.05302832816576361,,0.05994924009547656,,0.0641680618334819,0.0607981836992633,,,,0.06474136187809602,,,,,,,,,,,,44627000.0,,,272319000.0,,106923000.0,,237512000.0,2608588000.0,,26563000.0,,74970969000.0,4880058000.0,,,,1970468000.0
GREENLIGHT CAPITAL INC,,,,,,0.027550707642165904,,0.03489931310295351,,,0.03318990877133916,,0.03853833120796192,0.021617360291487864,,0.02841871174348115,,0.05394205611159338,0.007217312721661039,,,,0.015465042830313356,,,,,0.06865520649240267,,,,,,0.20368282264062157,,0.15621357216268436,,,0.18298058587334923,,0.19547098680032854,0.12952537871552985,,0.21089933941196645,,0.1947047445866742,0.15726314641820607,,,,0.11259904070829498,,,,,0.28551239732291595,,,,,,0.18942200400666603,,0.13423120404679953,,,0.16995721377021356,,0.18329342407319302,0.1203938460221141,,0.1991445855349168,,0.14902608587188587,0.15506091682291603,,,,0.10188102718201875,,,,,0.2388509002579267,,,,,,,370377000.0,,2488450000.0,,,26580613000.0,,1354129000.0,20425805000.0,,12261867000.0,,19289714000.0,5548203000.0,,821000.0,,35428199000.0,,,,,1783785000.0
GREYSTONE MANAGED INVESTMENTS INC,,,,,,,,,,,,,,0.01187306157511979,,,,0.007179227982780785,0.007592017804248246,,,,0.006171329794944614,0.01824594786278175,,,,0.015549983106310476,,,,,,,,,,,,,,0.125230514412413,,,,0.09254806619460933,0.08911001680749037,,,,0.06736869176419497,0.12184212650139688,,,,0.07649687537398434,,,,,,,,,,,,,,0.11485638460647954,,,,0.08786284953385577,0.08444271574402162,,,,0.06200444357851637,0.113307135280397,,,,0.06592337566926763,,,,,,,,,,1835000.0,,,,,1733479000.0,,,,1869779000.0,16767805000.0,,,,42019740000.0,1293163000.0,,,,7756666000.0
GROUP ONE TRADING LP,,,,0.06978865071805503,,0.10596837810976653,,0.10560068917172326,0.03420776859601867,,0.05585770762570446,,0.06408460577643586,0.028114872624328654,,0.049000055763969215,,0.04133569839513797,0.02703128843669039,,0.12243250683231018,,0.0306909902555393,0.02413385291051652,,0.09930002447576196,,0.03339716201785696,,,,0.21076025071266638,,0.3264671765118554,,0.3215728580949684,0.1192679785427948,,0.1678698798423211,,0.1672743288358406,0.1084018181048571,,0.14515160148224399,,0.1271381692011036,0.1113332273064681,,0.25170664105366575,,0.1132493646952015,0.11994621524917964,,0.2575533691181799,,0.13394533204427997,,,,0.14381265000442114,,0.25487465173963864,,0.21911571395071833,0.09103443274906642,,0.13970295019211657,,0.10506519298309883,0.08382035251188198,,0.10026474185816932,,0.08696796296943268,0.08593885068492348,,0.13357942333354744,,0.08351976638893957,0.10586446755902662,,0.1985221635162459,,0.10430869520500449,,,,,507502000.0,,26176000.0,,331260000.0,11894378000.0,,130017000.0,,6923348000.0,60666057000.0,,293825000.0,,47422293000.0,181817962000.0,,407077000.0,,117791918000.0,42267097000.0,,21216000.0,,20030595000.0
GRUSS CAPITAL MANAGEMENT LP,,,,,,0.012462314777310298,,0.0,0.04257018753745866,,0.009620017044143768,,0.029090676598751652,0.0839281039510784,,0.053334240200320474,,0.03868123876418218,0.022647008604151003,,0.010941753907178236,,0.04319271689658174,,,,,0.02347082821718714,,,,,,0.09557114996502891,,0.4889048597303086,0.45898698264698273,,0.1132455131720716,,0.08363206097070613,0.2977653396288661,,0.14404990510818644,,0.1266440350029967,0.12944824673038205,,0.08538740249123405,,0.13121482981515933,,,,,0.08263169843219292,,,,,,0.09121816526868323,,0.4889048597303086,0.44592808391476274,,0.10885607745917503,,0.06883416619227686,0.2191333984042602,,0.11079934606406872,,0.09436908651040476,0.11812004092187692,,0.08035349684957854,,0.09456956084587155,,,,,0.06810249204403802,,,,,311000.0,,20795000.0,,2451000.0,167661000.0,,7868316000.0,,5301226000.0,2324251000.0,,2005949000.0,,3481711000.0,8304709000.0,,3189163000.0,,3564105000.0,,,,,1885432000.0
GSA CAPITAL PARTNERS LLP,,,,0.057689515788904445,,0.04202431540166386,,0.049146963631670655,0.018191656016108722,,0.029537348348764366,,0.03136130627633547,0.022591415885659376,,0.04117300077843943,,0.03311801056213605,0.011778656184226244,,0.10250897275623136,,0.031030913070342364,0.0388764141339889,,,,0.02771373391766229,,,,0.1878338393851662,,0.12153076588424486,,0.124110821550238,0.09393893375419926,,0.10523336829548016,,0.10130459077131718,0.11595328014806998,,0.11800652008362043,,0.10312787112583176,0.09133209671759536,,0.3387304784920849,,0.10058434152259381,0.14451248371686432,,,,0.10183885459805057,,,,0.14439660454422373,,0.08359422360507662,,0.08630597395597524,0.08027977953023553,,0.08002630278701775,,0.07083578643152809,0.09559562808474695,,0.0858703158626752,,0.07123955250693924,0.08141755362799441,,0.2488668139248081,,0.07253979119488249,0.11297896742867554,,,,0.08232648326378375,,,,,67587000.0,,165627000.0,,141026000.0,3874065000.0,,431420000.0,,5654110000.0,3972734000.0,,212415000.0,,6837604000.0,4739985000.0,,2967000.0,,3211128000.0,378514000.0,,,,468696000.0
GUARDIAN CAPITAL LP,,,,,,,,,,,0.017809660457939438,,0.05059443550896953,0.009788030013115132,,0.07116032883820342,,0.0074215538428951235,0.003104443765686901,,0.0391028086722921,,0.006663593290431234,0.03194476613873314,,0.010671374849744859,,0.011786148830390154,,,,,,,,,,,0.09227921762943553,,0.1413084844684252,0.1128727472069952,,0.15909133007741114,,0.08433507077619604,0.07795063337897641,,0.12684993421339305,,0.07062824996455279,0.09831585319493606,,0.09069177865371689,,0.07634108333273903,,,,,,,,,,,0.08130184497385852,,0.10724772665186177,0.10795939596176544,,0.09624035825348277,,0.07975768165041197,0.07651231668241809,,0.09634149184544852,,0.06591291483984377,0.0731148013236605,,0.08242870584638042,,0.06733857493208695,,,,,,,,,,,,209804000.0,,33203000.0,6513038000.0,,257172000.0,,7510554000.0,40750871000.0,,126448000.0,,70740756000.0,2765748000.0,,133919000.0,,4286880000.0
GUGGENHEIM CAPITAL LLC,0.06711799636563148,0.08472311629950317,0.08161955120190699,0.11543027815288645,,0.10410784796333063,,0.14246320353534525,0.018527913453919916,,0.04375651729188762,,2.075515715438111,0.25136016932451405,,0.03698147948097859,,0.38942785187695295,0.24270094270735967,,0.07032717852559144,,0.32595826760622415,1.208141965968189,,0.015817104289419803,,0.6313471471110725,0.21689774119001196,0.4786617693395015,0.23055332537257997,0.2443461386572353,,0.24834279406405407,,0.306916461557869,0.07936248840856093,,0.17281281396640574,,4.156162241832893,0.5120831776157453,,0.2439621542224093,,0.783084314104759,0.4922964074094821,,0.21279489004562205,,0.6645187743267384,2.415444983117224,,0.11600881553157244,,1.2811538647030358,0.16059666452576526,0.413336513188018,0.15992874519698622,0.1334929309756971,,0.15974246534987316,,0.1679025867765205,0.06618514735070734,,0.13784658008029704,,2.080839636778973,0.2629362543935111,,0.21416279172096236,,0.39468218144544454,0.25137748498522755,,0.16105118665097345,,0.3398666018708696,1.2079825140003964,,0.10354782292327934,,0.6506185736240472,46416000.0,1628000.0,,17523000.0,246017000.0,,30051000.0,,1760422000.0,13901798000.0,,65086000.0,,17910050000.0,73414188000.0,,24793000.0,,81940002000.0,176328013000.0,,6966000.0,,279539705000.0,18349703000.0,,436688000.0,,88735521000.0
GULF INTERNATIONAL BANK UK LTD,,,,,,,,0.002491475313802131,,,,,0.013253540507466568,0.164501491152454,,0.010079197592454426,,0.01090416324312761,0.0048668996877811125,,0.0058653142747316644,,0.009630824637308605,0.002655310338936732,,,,0.009870164747955172,,,,,,,,0.08942730513200554,,,,,0.11272987520121669,0.4049060210003195,,0.13495881854264447,,0.0666229585129287,0.07484823668536172,,0.09723370634767575,,0.057634505940747406,0.05950471018784507,,,,0.06593981960684347,,,,,,,,0.08902993424359214,,,,,0.1058933607281493,0.24771314927491578,,0.13178402211288603,,0.05958407140038742,0.07109336879993375,,0.0942939322054407,,0.050441645435189905,0.05890326069428836,,,,0.05902719404092845,,,,,,,,,83644000.0,,,,,151080000.0,97932000.0,,149743000.0,,1948044000.0,3674904000.0,,1615438000.0,,73200430000.0,2401371000.0,,,,42800699000.0
GWK INVESTMENT MANAGEMENT LLC,,,,,,,,,0.007003565822277808,,,,0.007608599855243213,0.0015310575524961178,,,,0.004222241436502953,0.009353785265677612,,0.0,,0.005367551525099573,,,,,0.010842618025272845,,,,,,,,,0.08675384900018891,,,,0.06710836545113569,0.057032562458685744,,,,0.0663737550600721,0.07755234125233514,,0.048810887241131036,,0.06612764348982894,,,,,0.08381858937989184,,,,,,,,,0.08370141653457855,,,,0.06409917350788005,0.056308577222053395,,,,0.06281208421385501,0.07260638567932215,,0.048810887241131036,,0.0629936659274207,,,,,0.07818895546698286,,,,,,,,,,2600026000.0,,,,5618909000.0,28345863000.0,,,,47585335000.0,5173468000.0,,1432000.0,,10296253000.0,,,,,3263184000.0
HAMLIN CAPITAL MANAGEMENT LLC,,,,,,,,,,,0.023890089396566755,,0.029714756468292733,0.008671509523494002,,,,0.012091077307144859,0.0028806510565586737,,0.02143343060214541,,0.008917492623118568,0.0030959070426656065,,0.037962650870189824,,0.010063863548750048,,,,,,,,,,,0.12540869418814526,,0.1679725755488498,0.07446166533705678,,,,0.07804397468047382,0.06764784305259841,,0.12683027385472206,,0.06933199255622724,0.07163163922755443,,0.15248944757267352,,0.06555609950558955,,,,,,,,,,,0.1078459163615616,,0.15656276114185155,0.07014649769198861,,,,0.06764698273992376,0.06664091836850179,,0.11611360249789184,,0.06285154260577755,0.07021890921867092,,0.13653735145252047,,0.05900564240286883,,,,,,,,,,,,777636000.0,,333076000.0,2656100000.0,,211000.0,,7338900000.0,9283930000.0,,600176000.0,,8461748000.0,5017232000.0,,278568000.0,,7764958000.0
HANCOCK WHITNEY CORP,,,,,,,,0.007386095608310536,3.046625275248415,,0.01986650349804403,,0.21924871355580558,0.2400348209693024,,0.004694620444057939,,0.0882570596978302,0.07844740261376834,,0.024323532063351787,,0.05612792339677889,0.045234535127930346,,,,0.07503662958113312,,,,,,,,0.09539359057793394,6.188055302190256,,0.13841623447241042,,0.42474177792483375,0.4984243178293119,,0.14262120275782078,,0.19414126648176955,0.16971224350710315,,0.12161017501768902,,0.13648678656400928,0.11185901022550634,,,,0.1797721336915061,,,,,,,,0.09252638737849857,3.1420541421666406,,0.13313947681612853,,0.21082273400978954,0.26313169441647694,,0.14125478389628315,,0.11013313860768702,0.0971230749632871,,0.10398976310185988,,0.08519501837946156,0.07216262222967777,,,,0.11443573648962017,,,,,,,,,4646000.0,490309000.0,,7731000.0,,2949771000.0,5246427000.0,,206292000.0,,8373648000.0,7006025000.0,,8607000.0,,16583923000.0,5573078000.0,,,,4864258000.0
HANDELSBANKEN FONDER AB,,,,0.04458319843997421,,,,,0.009032886004696672,,0.03666348856667417,,0.04827701693171705,0.00434521508492946,,0.036668818757210356,,0.02395299824306844,0.004378005128499487,,0.010005160979982788,,0.011845439859525372,0.0020962412122275467,,0.06861918455248721,,0.012726554905502214,,,,0.1529787323604731,,,,,0.0863945064248322,,0.18946662647745388,,0.19181511435313384,0.0796350013552761,,0.18331992723202656,,0.10563453063978395,0.06484850064571011,,0.12285517925414066,,0.08813835043181774,0.07813867957219015,,0.167151833930882,,0.0832801189608605,,,,0.12833228944604622,,,,,0.0833510048491769,,0.18422057068723868,,0.1495418358014957,0.07791734182726207,,0.163828943026319,,0.08444141487621044,0.06284053995419336,,0.11812310129717005,,0.07771394752474213,0.07708629099152793,,0.0985326493783948,,0.07307190786980979,,,,,83198000.0,,,,,1956499000.0,,49707000.0,,204904000.0,13445490000.0,,40406000.0,,1038074000.0,15170189000.0,,870198000.0,,2563308000.0,9510973000.0,,609000.0,,2009051000.0
HAP TRADING LLC,,,,0.0,,0.0,,0.0,1.6345081711271137,,0.3879518402339945,,1.5894591380955985,0.5181197736257216,,8.969279944100819,,0.43795424954931256,0.33283458528058696,,4.75225191488252,,0.59714033067684,0.6404815948072597,,64.06300253851647,,0.8549609613526556,,,,0.505172415259685,,0.303324320529475,,0.464473067431187,3.5682086769475125,,0.706958303206083,,3.658106892287294,1.1246379148330943,,18.468527974259015,,1.0535254167898684,0.7077358121154136,,10.010493837702112,,1.2533514285243845,1.3766824323301272,,130.1488481171458,,1.801992354373468,,,,0.505172415259685,,0.303324320529475,,0.464473067431187,1.9424516345100926,,0.4021011886915618,,2.101425057685898,0.6164534957600829,,9.829811724339788,,0.624138278565131,0.3915974187175031,,5.308766077137407,,0.6627231776602834,0.7487757557031585,,66.09167208366969,,0.9624069404333607,,,,,39000.0,,3000.0,,50000.0,1345032000.0,,196000.0,,651253000.0,8705533000.0,,58622000.0,,8148101000.0,24522260000.0,,94233000.0,,27151640000.0,11220129000.0,,593000.0,,6241424000.0
HARDING LOEVNER LP,,,,,,,,,,,,,,0.010138425785393056,,0.0,,0.018006131761601686,0.003373439529514682,,0.04239206674771064,,0.008667614658222784,0.003879712066365469,,0.04520090618635073,,0.012192118909752024,,,,,,,,,,,,,,0.09919912114924725,,0.12057343294527859,,0.09583986051504051,0.055412485207732155,,0.13491064885097379,,0.08798460591170387,0.09046256466897129,,0.12526663895522994,,0.1398806626180516,,,,,,,,,,,,,,0.09520689293753071,,0.12057343294527859,,0.08643157169686802,0.05478364005209373,,0.11222303052006348,,0.0805184849550444,0.08941945858963053,,0.08813599580153453,,0.13709924280782926,,,,,,,,,,,,,,,9888827000.0,,280000.0,,15265068000.0,191406658000.0,,323131000.0,,54916295000.0,32455475000.0,,23956000.0,,14424463000.0
